order_month,order_date,order_id,customer_id,order_channel,sku_id,product_category,product_name,units_sold,order_revenue,customer_status,region
Month 3,2025-03-20,ORD50746,CUST1082,Online,SKU1004,Bracelets,Tennis Bracelet,2,1003.18,Active,West
Month 3,2025-03-20,ORD50757,CUST1092,Online,SKU1004,Bracelets,Tennis Bracelet,1,485.69,Lapsed,West
Month 3,2025-03-21,ORD50481,CUST1041,Online,SKU1004,Bracelets,Tennis Bracelet,2,933.64,Active,Midwest
Month 3,2025-03-21,ORD50567,CUST1148,In-Store,SKU1008,Earrings,Hoop Earrings,3,401.56,Active,Northeast
Month 3,2025-03-21,ORD50629,CUST1014,Online,SKU1002,Rings,Diamond Promise Ring,1,362.55,Lapsed,Northeast
Month 3,2025-03-21,ORD50688,CUST1121,Online,SKU1008,Earrings,Hoop Earrings,1,151.02,Active,Northeast
Month 3,2025-03-21,ORD50735,CUST1020,Online,SKU1004,Bracelets,Tennis Bracelet,1,457.43,Lapsed,Northeast
Month 3,2025-03-21,ORD50736,CUST1070,Online,SKU1003,Earrings,Pearl Stud Earrings,3,548.76,Active,Northeast
Month 3,2025-03-21,ORD50738,CUST1021,In-Store,SKU1009,Bracelets,Charm Bracelet,1,165.3,Lapsed,Northeast
Month 3,2025-03-21,ORD50745,CUST1019,Online,SKU1007,Necklaces,Birthstone Necklace,1,164.76,Active,West
Month 3,2025-03-22,ORD50475,CUST1006,In-Store,SKU1003,Earrings,Pearl Stud Earrings,3,429.88,Lapsed,Midwest
Month 3,2025-03-22,ORD50501,CUST1069,Online,SKU1007,Necklaces,Birthstone Necklace,1,178.05,Active,Northeast
Month 3,2025-03-22,ORD50658,CUST1124,In-Store,SKU1002,Rings,Diamond Promise Ring,1,354.09,Active,South
Month 3,2025-03-22,ORD50683,CUST1044,Online,SKU1008,Earrings,Hoop Earrings,1,159.4,Active,Northeast
Month 3,2025-03-22,ORD50698,CUST1060,In-Store,SKU1010,Rings,Engagement Ring Set,1,1018.22,Active,South
Month 3,2025-03-22,ORD50728,CUST1160,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,2,350.84,Lapsed,West
Month 3,2025-03-22,ORD50730,CUST1081,Online,SKU1004,Bracelets,Tennis Bracelet,1,428.06,Active,South
Month 3,2025-03-22,ORD50739,CUST1000,Online,SKU1004,Bracelets,Tennis Bracelet,1,427.63,Lapsed,Midwest
Month 3,2025-03-23,ORD50504,CUST1032,In-Store,SKU1009,Bracelets,Charm Bracelet,1,155.39,Lapsed,South
Month 3,2025-03-23,ORD50507,CUST1126,In-Store,SKU1002,Rings,Diamond Promise Ring,2,720.67,Active,Midwest
Month 3,2025-03-23,ORD50579,CUST1015,In-Store,SKU1003,Earrings,Pearl Stud Earrings,2,270.46,Active,West
Month 3,2025-03-23,ORD50590,CUST1132,Online,SKU1006,Rings,Silver Stackable Ring,3,339.85,Active,Northeast
Month 3,2025-03-23,ORD50614,CUST1041,In-Store,SKU1009,Bracelets,Charm Bracelet,1,181.85,Active,Midwest
Month 3,2025-03-23,ORD50625,CUST1134,In-Store,SKU1010,Rings,Engagement Ring Set,2,1988.82,Active,Northeast
Month 3,2025-03-23,ORD50631,CUST1071,In-Store,SKU1008,Earrings,Hoop Earrings,1,125.3,Active,West
Month 3,2025-03-23,ORD50648,CUST1160,Online,SKU1009,Bracelets,Charm Bracelet,1,179.92,Lapsed,West
Month 3,2025-03-23,ORD50672,CUST1071,In-Store,SKU1003,Earrings,Pearl Stud Earrings,3,506.43,Active,West
Month 3,2025-03-23,ORD50682,CUST1045,In-Store,SKU1003,Earrings,Pearl Stud Earrings,1,168.51,Active,South
Month 3,2025-03-23,ORD50733,CUST1165,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,437.23,Active,West
Month 3,2025-03-23,ORD50759,CUST1099,Online,SKU1004,Bracelets,Tennis Bracelet,1,474.61,Lapsed,Northeast
Month 3,2025-03-24,ORD50491,CUST1117,Online,SKU1004,Bracelets,Tennis Bracelet,1,517.72,Lapsed,Northeast
Month 3,2025-03-24,ORD50494,CUST1107,Online,SKU1004,Bracelets,Tennis Bracelet,2,989.19,Lapsed,Northeast
Month 3,2025-03-24,ORD50557,CUST1042,Online,SKU1010,Rings,Engagement Ring Set,1,1105.1,Lapsed,Midwest
Month 3,2025-03-24,ORD50560,CUST1044,Online,SKU1007,Necklaces,Birthstone Necklace,1,174.17,Active,Northeast
Month 3,2025-03-24,ORD50606,CUST1131,In-Store,SKU1009,Bracelets,Charm Bracelet,1,172.79,Active,West
Month 3,2025-03-24,ORD50641,CUST1176,Online,SKU1004,Bracelets,Tennis Bracelet,1,520.6,Active,South
Month 3,2025-03-24,ORD50674,CUST1051,Online,SKU1005,Watches,Rose Gold Watch,1,286.25,Active,Northeast
Month 3,2025-03-24,ORD50695,CUST1068,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,470.06,Lapsed,South
Month 3,2025-03-24,ORD50701,CUST1081,Online,SKU1006,Rings,Silver Stackable Ring,2,237.65,Active,South
Month 3,2025-03-24,ORD50723,CUST1125,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,441.99,Lapsed,West
Month 3,2025-03-25,ORD50525,CUST1090,Online,SKU1002,Rings,Diamond Promise Ring,1,372.12,Lapsed,South
Month 3,2025-03-25,ORD50584,CUST1145,Online,SKU1002,Rings,Diamond Promise Ring,1,363.07,Lapsed,West
Month 3,2025-03-25,ORD50642,CUST1097,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,1,200.43,Active,South
Month 3,2025-03-25,ORD50664,CUST1036,Online,SKU1008,Earrings,Hoop Earrings,1,140.57,Active,Northeast
Month 3,2025-03-26,ORD50503,CUST1135,In-Store,SKU1006,Rings,Silver Stackable Ring,2,200.86,Active,West
Month 3,2025-03-26,ORD50537,CUST1109,Online,SKU1004,Bracelets,Tennis Bracelet,2,1060.65,Active,South
Month 3,2025-03-26,ORD50553,CUST1137,Online,SKU1010,Rings,Engagement Ring Set,1,1045.91,Active,Northeast
Month 3,2025-03-26,ORD50581,CUST1178,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,416.41,Lapsed,Midwest
Month 3,2025-03-26,ORD50593,CUST1059,In-Store,SKU1010,Rings,Engagement Ring Set,3,3001.37,Active,West
Month 3,2025-03-26,ORD50597,CUST1109,Online,SKU1005,Watches,Rose Gold Watch,1,312.88,Active,South
Month 3,2025-03-26,ORD50603,CUST1028,Online,SKU1009,Bracelets,Charm Bracelet,1,154.24,Active,South
Month 3,2025-03-26,ORD50616,CUST1054,Online,SKU1005,Watches,Rose Gold Watch,1,323.97,Active,Midwest
Month 3,2025-03-26,ORD50649,CUST1052,Online,SKU1004,Bracelets,Tennis Bracelet,1,414.62,Active,Midwest
Month 3,2025-03-26,ORD50650,CUST1006,Online,SKU1006,Rings,Silver Stackable Ring,1,117.25,Lapsed,Midwest
Month 3,2025-03-26,ORD50663,CUST1030,Online,SKU1009,Bracelets,Charm Bracelet,1,162.35,Active,Northeast
Month 3,2025-03-26,ORD50692,CUST1145,In-Store,SKU1008,Earrings,Hoop Earrings,1,137.9,Lapsed,West
Month 3,2025-03-26,ORD50722,CUST1060,In-Store,SKU1009,Bracelets,Charm Bracelet,1,152.14,Active,South
Month 3,2025-03-27,ORD50486,CUST1172,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,519.08,Lapsed,South
Month 3,2025-03-27,ORD50488,CUST1151,Online,SKU1006,Rings,Silver Stackable Ring,1,107.65,Active,West
Month 3,2025-03-27,ORD50502,CUST1168,Online,SKU1003,Earrings,Pearl Stud Earrings,1,160.56,Active,South
Month 3,2025-03-27,ORD50610,CUST1169,Online,SKU1005,Watches,Rose Gold Watch,1,324.37,Active,Northeast
Month 3,2025-03-27,ORD50657,CUST1156,Online,SKU1003,Earrings,Pearl Stud Earrings,3,496.5,Active,West
Month 3,2025-03-27,ORD50669,CUST1084,In-Store,SKU1008,Earrings,Hoop Earrings,2,257.52,Active,South
Month 3,2025-03-27,ORD50709,CUST1139,Online,SKU1002,Rings,Diamond Promise Ring,1,362.5,Lapsed,Midwest
Month 3,2025-03-28,ORD50478,CUST1047,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,2,384.66,Active,West
Month 3,2025-03-28,ORD50552,CUST1100,Online,SKU1008,Earrings,Hoop Earrings,1,137.93,Active,West
Month 3,2025-03-28,ORD50562,CUST1056,Online,SKU1009,Bracelets,Charm Bracelet,1,178.54,Active,West
Month 3,2025-03-28,ORD50611,CUST1160,In-Store,SKU1006,Rings,Silver Stackable Ring,1,112.12,Lapsed,West
Month 3,2025-03-28,ORD50742,CUST1127,In-Store,SKU1002,Rings,Diamond Promise Ring,2,720.15,Active,West
Month 3,2025-03-28,ORD50760,CUST1128,Online,SKU1005,Watches,Rose Gold Watch,1,321.99,Active,Northeast
Month 3,2025-03-29,ORD50576,CUST1053,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,192.5,Active,West
Month 3,2025-03-29,ORD50632,CUST1122,In-Store,SKU1002,Rings,Diamond Promise Ring,3,1084.81,Active,South
Month 3,2025-03-29,ORD50680,CUST1139,Online,SKU1001,Necklaces,Gold Pendant Necklace,1,191.77,Lapsed,Midwest
Month 3,2025-03-30,ORD50479,CUST1086,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,484.39,Lapsed,South
Month 3,2025-03-30,ORD50482,CUST1013,Online,SKU1007,Necklaces,Birthstone Necklace,3,618.01,Active,Midwest
Month 3,2025-03-30,ORD50487,CUST1073,Online,SKU1003,Earrings,Pearl Stud Earrings,1,152.29,Active,Northeast
Month 3,2025-03-30,ORD50492,CUST1118,Online,SKU1004,Bracelets,Tennis Bracelet,1,466.08,Active,Northeast
Month 3,2025-03-30,ORD50499,CUST1017,Online,SKU1003,Earrings,Pearl Stud Earrings,1,170.74,Active,Midwest
Month 3,2025-03-30,ORD50521,CUST1120,In-Store,SKU1006,Rings,Silver Stackable Ring,1,106.0,Lapsed,West
Month 3,2025-03-30,ORD50551,CUST1064,Online,SKU1004,Bracelets,Tennis Bracelet,2,937.82,Active,Northeast
Month 3,2025-03-30,ORD50564,CUST1151,Online,SKU1002,Rings,Diamond Promise Ring,1,349.14,Active,West
Month 3,2025-03-30,ORD50574,CUST1085,Online,SKU1004,Bracelets,Tennis Bracelet,1,425.35,Active,Midwest
Month 3,2025-03-30,ORD50624,CUST1042,Online,SKU1001,Necklaces,Gold Pendant Necklace,3,631.71,Lapsed,Midwest
Month 3,2025-03-30,ORD50653,CUST1048,Online,SKU1002,Rings,Diamond Promise Ring,1,365.74,Active,Midwest
Month 3,2025-03-30,ORD50750,CUST1080,In-Store,SKU1009,Bracelets,Charm Bracelet,1,163.08,Active,Northeast
Month 3,2025-03-30,ORD50755,CUST1073,Online,SKU1004,Bracelets,Tennis Bracelet,1,488.25,Active,Northeast
Month 3,2025-03-31,ORD50511,CUST1054,Online,SKU1004,Bracelets,Tennis Bracelet,1,489.57,Active,Midwest
Month 3,2025-03-31,ORD50518,CUST1050,In-Store,SKU1008,Earrings,Hoop Earrings,1,123.42,Lapsed,South
Month 3,2025-03-31,ORD50570,CUST1085,Online,SKU1002,Rings,Diamond Promise Ring,1,373.44,Active,Midwest
Month 3,2025-03-31,ORD50572,CUST1152,In-Store,SKU1004,Bracelets,Tennis Bracelet,1,426.89,Lapsed,South
Month 3,2025-03-31,ORD50591,CUST1063,Online,SKU1007,Necklaces,Birthstone Necklace,1,168.05,Active,Northeast
Month 3,2025-03-31,ORD50677,CUST1155,Online,SKU1006,Rings,Silver Stackable Ring,2,207.82,Active,Midwest
Month 3,2025-03-31,ORD50699,CUST1104,In-Store,SKU1005,Watches,Rose Gold Watch,1,301.07,Active,Northeast
Month 3,2025-03-31,ORD50714,CUST1159,In-Store,SKU1001,Necklaces,Gold Pendant Necklace,3,668.7,Active,Northeast
Month 3,2025-03-31,ORD50729,CUST1029,Online,SKU1010,Rings,Engagement Ring Set,1,1084.53,Active,South
Month 3,2025-03-31,ORD50744,CUST1063,Online,SKU1004,Bracelets,Tennis Bracelet,1,449.91,Active,Northeast
